"SELECT","NAME","FULL_NAME","ST","ST_CLADE","period"
"AmsMSM","AmsMSM-SPLIT32","01AE_000_AmsMSM_AmsMSM-SPLIT32","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT364","B_000_AmsMSM_AmsMSM-SPLIT364","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT258","B_000_AmsMSM_AmsMSM-SPLIT258","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT17","A1_000_AmsMSM_AmsMSM-SPLIT17","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT129","B_000_AmsMSM_AmsMSM-SPLIT129","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT47","B_000_AmsMSM_AmsMSM-SPLIT47","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT51","B_000_AmsMSM_AmsMSM-SPLIT51","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT253","B_000_AmsMSM_AmsMSM-SPLIT253","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT386","B_000_AmsMSM_AmsMSM-SPLIT386","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT191","B_000_AmsMSM_AmsMSM-SPLIT191","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT20","A1_000_AmsMSM_AmsMSM-SPLIT20","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT280","B_000_AmsMSM_AmsMSM-SPLIT280","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT225","B_000_AmsMSM_AmsMSM-SPLIT225","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","01AE_000_AmsMSM_AmsMSM-SPLIT7","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT348","B_000_AmsMSM_AmsMSM-SPLIT348","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT89","B_000_AmsMSM_AmsMSM-SPLIT89","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT139","B_000_AmsMSM_AmsMSM-SPLIT139","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT275","B_000_AmsMSM_AmsMSM-SPLIT275","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT111","B_000_AmsMSM_AmsMSM-SPLIT111","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT314","B_000_AmsMSM_AmsMSM-SPLIT314","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT172","B_000_AmsMSM_AmsMSM-SPLIT172","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT335","B_000_AmsMSM_AmsMSM-SPLIT335","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT203","B_000_AmsMSM_AmsMSM-SPLIT203","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT210","B_000_AmsMSM_AmsMSM-SPLIT210","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT12","B_000_AmsMSM_AmsMSM-SPLIT12","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT105","B_000_AmsMSM_AmsMSM-SPLIT105","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT34","B_000_AmsMSM_AmsMSM-SPLIT34","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT443","B_000_AmsMSM_AmsMSM-SPLIT443","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT223","B_000_AmsMSM_AmsMSM-SPLIT223","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT222","B_000_AmsMSM_AmsMSM-SPLIT222","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT1","B_000_AmsMSM_AmsMSM-SPLIT1","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT354","B_000_AmsMSM_AmsMSM-SPLIT354","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT220","B_000_AmsMSM_AmsMSM-SPLIT220","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT245","B_000_AmsMSM_AmsMSM-SPLIT245","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT55","B_000_AmsMSM_AmsMSM-SPLIT55","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT109","B_000_AmsMSM_AmsMSM-SPLIT109","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT293","B_000_AmsMSM_AmsMSM-SPLIT293","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT319","B_000_AmsMSM_AmsMSM-SPLIT319","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT48","B_000_AmsMSM_AmsMSM-SPLIT48","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT395","B_000_AmsMSM_AmsMSM-SPLIT395","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT120","B_000_AmsMSM_AmsMSM-SPLIT120","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT366","B_000_AmsMSM_AmsMSM-SPLIT366","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT281","B_000_AmsMSM_AmsMSM-SPLIT281","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT179","B_000_AmsMSM_AmsMSM-SPLIT179","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT301","B_000_AmsMSM_AmsMSM-SPLIT301","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT215","B_000_AmsMSM_AmsMSM-SPLIT215","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT85","B_000_AmsMSM_AmsMSM-SPLIT85","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT281","B_000_AmsMSM_AmsMSM-SPLIT281","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT91","B_000_AmsMSM_AmsMSM-SPLIT91","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT352","B_000_AmsMSM_AmsMSM-SPLIT352","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT386","B_000_AmsMSM_AmsMSM-SPLIT386","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT347","B_000_AmsMSM_AmsMSM-SPLIT347","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT204","B_000_AmsMSM_AmsMSM-SPLIT204","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT368","B_000_AmsMSM_AmsMSM-SPLIT368","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT206","B_000_AmsMSM_AmsMSM-SPLIT206","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT56","B_000_AmsMSM_AmsMSM-SPLIT56","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT167","B_000_AmsMSM_AmsMSM-SPLIT167","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT97","B_000_AmsMSM_AmsMSM-SPLIT97","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT93","B_000_AmsMSM_AmsMSM-SPLIT93","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT322","B_000_AmsMSM_AmsMSM-SPLIT322","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT334","B_000_AmsMSM_AmsMSM-SPLIT334","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT170","B_000_AmsMSM_AmsMSM-SPLIT170","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT284","B_000_AmsMSM_AmsMSM-SPLIT284","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT214","B_000_AmsMSM_AmsMSM-SPLIT214","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT30","B_000_AmsMSM_AmsMSM-SPLIT30","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT230","B_000_AmsMSM_AmsMSM-SPLIT230","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT421","B_000_AmsMSM_AmsMSM-SPLIT421","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT425","B_000_AmsMSM_AmsMSM-SPLIT425","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT36","01AE_000_AmsMSM_AmsMSM-SPLIT36","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT28","B_000_AmsMSM_AmsMSM-SPLIT28","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT160","B_000_AmsMSM_AmsMSM-SPLIT160","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT228","B_000_AmsMSM_AmsMSM-SPLIT228","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT444","B_000_AmsMSM_AmsMSM-SPLIT444","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT41","01AE_000_AmsMSM_AmsMSM-SPLIT41","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT250","B_000_AmsMSM_AmsMSM-SPLIT250","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT10","B_000_AmsMSM_AmsMSM-SPLIT10","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT211","B_000_AmsMSM_AmsMSM-SPLIT211","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT73","B_000_AmsMSM_AmsMSM-SPLIT73","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT106","B_000_AmsMSM_AmsMSM-SPLIT106","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT152","B_000_AmsMSM_AmsMSM-SPLIT152","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT363","B_000_AmsMSM_AmsMSM-SPLIT363","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT262","B_000_AmsMSM_AmsMSM-SPLIT262","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT77","B_000_AmsMSM_AmsMSM-SPLIT77","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT76","B_000_AmsMSM_AmsMSM-SPLIT76","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT393","B_000_AmsMSM_AmsMSM-SPLIT393","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT283","B_000_AmsMSM_AmsMSM-SPLIT283","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT307","B_000_AmsMSM_AmsMSM-SPLIT307","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT460","B_000_AmsMSM_AmsMSM-SPLIT460","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT44","B_000_AmsMSM_AmsMSM-SPLIT44","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT143","B_000_AmsMSM_AmsMSM-SPLIT143","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT312","B_000_AmsMSM_AmsMSM-SPLIT312","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT87","B_000_AmsMSM_AmsMSM-SPLIT87","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT317","B_000_AmsMSM_AmsMSM-SPLIT317","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT58","B_000_AmsMSM_AmsMSM-SPLIT58","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT305","B_000_AmsMSM_AmsMSM-SPLIT305","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT4","A1_000_AmsMSM_AmsMSM-SPLIT4","A1",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT277","B_000_AmsMSM_AmsMSM-SPLIT277","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT23","B_000_AmsMSM_AmsMSM-SPLIT23","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT39","B_000_AmsMSM_AmsMSM-SPLIT39","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT18","A1_000_AmsMSM_AmsMSM-SPLIT18","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT334","B_000_AmsMSM_AmsMSM-SPLIT334","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT300","B_000_AmsMSM_AmsMSM-SPLIT300","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT340","B_000_AmsMSM_AmsMSM-SPLIT340","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT370","B_000_AmsMSM_AmsMSM-SPLIT370","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT312","B_000_AmsMSM_AmsMSM-SPLIT312","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT234","B_000_AmsMSM_AmsMSM-SPLIT234","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT219","B_000_AmsMSM_AmsMSM-SPLIT219","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT267","B_000_AmsMSM_AmsMSM-SPLIT267","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT115","B_000_AmsMSM_AmsMSM-SPLIT115","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT202","B_000_AmsMSM_AmsMSM-SPLIT202","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT371","B_000_AmsMSM_AmsMSM-SPLIT371","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT330","B_000_AmsMSM_AmsMSM-SPLIT330","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT155","B_000_AmsMSM_AmsMSM-SPLIT155","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT280","B_000_AmsMSM_AmsMSM-SPLIT280","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT224","B_000_AmsMSM_AmsMSM-SPLIT224","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT1","B_000_AmsMSM_AmsMSM-SPLIT1","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT239","B_000_AmsMSM_AmsMSM-SPLIT239","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT44","B_000_AmsMSM_AmsMSM-SPLIT44","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT139","B_000_AmsMSM_AmsMSM-SPLIT139","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT86","B_000_AmsMSM_AmsMSM-SPLIT86","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT78","B_000_AmsMSM_AmsMSM-SPLIT78","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT373","B_000_AmsMSM_AmsMSM-SPLIT373","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT46","B_000_AmsMSM_AmsMSM-SPLIT46","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT153","B_000_AmsMSM_AmsMSM-SPLIT153","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT9","B_000_AmsMSM_AmsMSM-SPLIT9","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT238","B_000_AmsMSM_AmsMSM-SPLIT238","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT155","B_000_AmsMSM_AmsMSM-SPLIT155","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT353","B_000_AmsMSM_AmsMSM-SPLIT353","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT329","B_000_AmsMSM_AmsMSM-SPLIT329","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT85","B_000_AmsMSM_AmsMSM-SPLIT85","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT417","B_000_AmsMSM_AmsMSM-SPLIT417","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT174","B_000_AmsMSM_AmsMSM-SPLIT174","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT333","B_000_AmsMSM_AmsMSM-SPLIT333","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT279","B_000_AmsMSM_AmsMSM-SPLIT279","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT315","B_000_AmsMSM_AmsMSM-SPLIT315","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT252","B_000_AmsMSM_AmsMSM-SPLIT252","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT194","B_000_AmsMSM_AmsMSM-SPLIT194","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT137","B_000_AmsMSM_AmsMSM-SPLIT137","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT359","B_000_AmsMSM_AmsMSM-SPLIT359","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT318","B_000_AmsMSM_AmsMSM-SPLIT318","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT162","B_000_AmsMSM_AmsMSM-SPLIT162","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT234","B_000_AmsMSM_AmsMSM-SPLIT234","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT9","B_000_AmsMSM_AmsMSM-SPLIT9","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT125","B_000_AmsMSM_AmsMSM-SPLIT125","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT66","B_000_AmsMSM_AmsMSM-SPLIT66","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT410","B_000_AmsMSM_AmsMSM-SPLIT410","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT50","B_000_AmsMSM_AmsMSM-SPLIT50","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT295","B_000_AmsMSM_AmsMSM-SPLIT295","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT140","B_000_AmsMSM_AmsMSM-SPLIT140","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT99","B_000_AmsMSM_AmsMSM-SPLIT99","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT339","B_000_AmsMSM_AmsMSM-SPLIT339","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT143","B_000_AmsMSM_AmsMSM-SPLIT143","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT238","B_000_AmsMSM_AmsMSM-SPLIT238","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT161","B_000_AmsMSM_AmsMSM-SPLIT161","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT240","B_000_AmsMSM_AmsMSM-SPLIT240","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT13","B_000_AmsMSM_AmsMSM-SPLIT13","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT166","B_000_AmsMSM_AmsMSM-SPLIT166","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT325","B_000_AmsMSM_AmsMSM-SPLIT325","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT308","B_000_AmsMSM_AmsMSM-SPLIT308","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT221","B_000_AmsMSM_AmsMSM-SPLIT221","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT50","B_000_AmsMSM_AmsMSM-SPLIT50","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT281","B_000_AmsMSM_AmsMSM-SPLIT281","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT39","B_000_AmsMSM_AmsMSM-SPLIT39","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT62","B_000_AmsMSM_AmsMSM-SPLIT62","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT205","B_000_AmsMSM_AmsMSM-SPLIT205","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT379","B_000_AmsMSM_AmsMSM-SPLIT379","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT102","B_000_AmsMSM_AmsMSM-SPLIT102","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT5","02AG_000_AmsMSM_AmsMSM-SPLIT5","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT102","B_000_AmsMSM_AmsMSM-SPLIT102","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT247","B_000_AmsMSM_AmsMSM-SPLIT247","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT60","B_000_AmsMSM_AmsMSM-SPLIT60","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT344","B_000_AmsMSM_AmsMSM-SPLIT344","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT133","B_000_AmsMSM_AmsMSM-SPLIT133","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT278","B_000_AmsMSM_AmsMSM-SPLIT278","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT357","B_000_AmsMSM_AmsMSM-SPLIT357","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT211","B_000_AmsMSM_AmsMSM-SPLIT211","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT8","02AG_000_AmsMSM_AmsMSM-SPLIT8","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT59","B_000_AmsMSM_AmsMSM-SPLIT59","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT108","B_000_AmsMSM_AmsMSM-SPLIT108","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT10","B_000_AmsMSM_AmsMSM-SPLIT10","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT35","B_000_AmsMSM_AmsMSM-SPLIT35","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT271","B_000_AmsMSM_AmsMSM-SPLIT271","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT175","B_000_AmsMSM_AmsMSM-SPLIT175","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","G_000_AmsMSM_AmsMSM-SPLIT6","G",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT341","B_000_AmsMSM_AmsMSM-SPLIT341","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT230","B_000_AmsMSM_AmsMSM-SPLIT230","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT18","02AG_000_AmsMSM_AmsMSM-SPLIT18","02AG",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT357","B_000_AmsMSM_AmsMSM-SPLIT357","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT188","B_000_AmsMSM_AmsMSM-SPLIT188","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT151","B_000_AmsMSM_AmsMSM-SPLIT151","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT406","B_000_AmsMSM_AmsMSM-SPLIT406","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT3","B_000_AmsMSM_AmsMSM-SPLIT3","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT365","B_000_AmsMSM_AmsMSM-SPLIT365","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT231","B_000_AmsMSM_AmsMSM-SPLIT231","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT324","B_000_AmsMSM_AmsMSM-SPLIT324","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT20","C_000_AmsMSM_AmsMSM-SPLIT20","C",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT18","B_000_AmsMSM_AmsMSM-SPLIT18","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT328","B_000_AmsMSM_AmsMSM-SPLIT328","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT328","B_000_AmsMSM_AmsMSM-SPLIT328","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT338","B_000_AmsMSM_AmsMSM-SPLIT338","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT8","01AE_000_AmsMSM_AmsMSM-SPLIT8","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT81","B_000_AmsMSM_AmsMSM-SPLIT81","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT72","B_000_AmsMSM_AmsMSM-SPLIT72","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT342","B_000_AmsMSM_AmsMSM-SPLIT342","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT208","B_000_AmsMSM_AmsMSM-SPLIT208","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT116","B_000_AmsMSM_AmsMSM-SPLIT116","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT15","B_000_AmsMSM_AmsMSM-SPLIT15","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT239","B_000_AmsMSM_AmsMSM-SPLIT239","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT300","B_000_AmsMSM_AmsMSM-SPLIT300","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT88","B_000_AmsMSM_AmsMSM-SPLIT88","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT53","B_000_AmsMSM_AmsMSM-SPLIT53","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT138","B_000_AmsMSM_AmsMSM-SPLIT138","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT55","B_000_AmsMSM_AmsMSM-SPLIT55","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT16","B_000_AmsMSM_AmsMSM-SPLIT16","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT131","B_000_AmsMSM_AmsMSM-SPLIT131","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT49","B_000_AmsMSM_AmsMSM-SPLIT49","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT367","B_000_AmsMSM_AmsMSM-SPLIT367","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT264","B_000_AmsMSM_AmsMSM-SPLIT264","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT257","B_000_AmsMSM_AmsMSM-SPLIT257","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT459","B_000_AmsMSM_AmsMSM-SPLIT459","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT23","B_000_AmsMSM_AmsMSM-SPLIT23","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT209","B_000_AmsMSM_AmsMSM-SPLIT209","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT99","B_000_AmsMSM_AmsMSM-SPLIT99","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","B_000_AmsMSM_AmsMSM-SPLIT6","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT199","B_000_AmsMSM_AmsMSM-SPLIT199","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT144","B_000_AmsMSM_AmsMSM-SPLIT144","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT153","B_000_AmsMSM_AmsMSM-SPLIT153","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT201","B_000_AmsMSM_AmsMSM-SPLIT201","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT332","B_000_AmsMSM_AmsMSM-SPLIT332","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT289","B_000_AmsMSM_AmsMSM-SPLIT289","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT1","G_000_AmsMSM_AmsMSM-SPLIT1","G",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT5","B_000_AmsMSM_AmsMSM-SPLIT5","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT248","B_000_AmsMSM_AmsMSM-SPLIT248","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT92","B_000_AmsMSM_AmsMSM-SPLIT92","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT283","B_000_AmsMSM_AmsMSM-SPLIT283","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT126","B_000_AmsMSM_AmsMSM-SPLIT126","B",1,"pre-startd"
